Neutralization	Sulphate	Ammonium	TimeSeries	Altitude_m
0.41079319	0.6930815	0.10877869	3511800638.164062	1787.1
			3511800668.671875	1797.9
0.46634388	0.70308739	0.12484609	3511800681.398438	1792.5
			3511800712.054688	1801.9
0.43494308	0.72351575	0.11983607	3511800724.875	1796.5
			3511800755.523438	1795.7
0.46688986	0.67534196	0.12102094	3511800768.328125	1799.4
			3511800798.828125	1804.2
0.45779061	0.68304747	0.11828726	3511800811.648438	1818
			3511800842.28125	1825.5
0.49490014	0.71959203	0.1351686	3511800855.117188	1828.8
			3511800885.617188	1829.8
0.42468795	0.70638585	0.11372673	3511800898.351562	1827
			3511800928.835938	1839
0.45303684	0.59902209	0.10427495	3511800941.523438	1834.1
			3511800972.117188	1820.6
0.50928485	0.56832272	0.10961893	3511800984.960938	1814.6
			3511801015.414062	1811.4
0.53595781	0.58158028	0.1200571	3511801028.148438	1806.9
			3511801058.625	1800.6
0.46802127	0.59136182	0.10588472	3511801071.328125	1796.5
			3511801101.945312	1782.9
0.44605729	0.6078757	0.10393985	3511801114.789062	1782.5
			3511801145.335938	1782.8
0.47804242	0.50597376	0.093022898	3511801158.0625	1781.3
			3511801188.648438	1780.6
0.50114721	0.49492294	0.09670493	3511801201.460938	1777.4
			3511801232.039062	1772.8
0.47122598	0.5956533	0.10765869	3511801244.742188	1765.8
			3511801275.359375	1760.8
0.45387757	0.74171197	0.12761994	3511801288.0625	1763.7
			3511801318.6875	1770.1
0.41239226	0.66623241	0.10550896	3511801331.507812	1741.9
			3511801362.117188	1693.6
0.43510851	0.91181052	0.15009472	3511801374.882812	1678.5
			3511801405.484375	1620.3
0.35309285	0.87418503	0.11675231	3511801418.1875	1594.2
			3511801448.664062	1527.8
0.31854594	0.81942469	0.099794544	3511801461.414062	1496.7
			3511801491.890625	1424.4
0.30431974	0.91796589	0.10662071	3511801504.570312	1389.9
			3511801535.117188	1307.3
0.31926855	0.78912991	0.094959207	3511801547.8125	1274.3
			3511801578.375	1195.7
0.38529581	0.70973372	0.10421168	3511801591.195312	1170.6
			3511801621.742188	1108.8
0.28413647	0.86470902	0.09777841	3511801634.414062	1091.6
			3511801664.976562	1054.9
0.33610931	0.84546435	0.10944654	3511801677.679688	1042.6
			3511801708.164062	1019.1
0.36244062	0.81156069	0.11153606	3511801720.859375	1008.5
			3511801751.484375	989.5
0.33294418	0.86294723	0.10967927	3511801764.265625	978.2
			3511801794.804688	955.4
0.4374299	0.89835542	0.14788754	3511801807.492188	943.1
			3511801838.007812	916.5
0.39230275	0.87739742	0.13029078	3511801850.726562	903.5
			3511801881.34375	884.9
0.38427374	0.98363954	0.14294167	3511801894.046875	860.5
			3511801924.5625	831
0.40734562	0.78994864	0.12299619	3511801937.359375	822.9
			3511801967.875	807.7
0.45827663	0.84487295	0.14577268	3511801980.6875	809
			3511802011.226562	780
0.42895073	0.92189151	0.14929321	3511802023.929688	763.6
			3511802054.539062	730.8
0.37807336	0.95482832	0.13641013	3511802067.242188	707.4
			3511802097.820312	681
0.44289106	0.94714499	0.15895791	3511802110.617188	682.9
			3511802141.15625	668.6
0.38554019	0.953704	0.13906643	3511802153.882812	652.2
			3511802184.382812	640.3
0.35704106	1.1386797	0.15394834	3511802197.109375	638.9
			3511802227.703125	641.8
0.36335722	1.0826793	0.15216029	3511802240.453125	643
			3511802271.046875	658.7
0.35129979	1.0135475	0.13514531	3511802283.75	666.3
			3511802314.289062	691.7
			3511802327.15625	697.8
			3511802357.625	701.1
			3511802370.429688	710.9
			3511802400.953125	708
			3511802413.65625	702.1
			3511802444.265625	686.8
			3511802457.03125	678.3
			3511802487.515625	645.8
			3511802500.320312	630.6
			3511802531.03125	609.9
			3511802543.789062	608.7
			3511802574.296875	614.2
			3511802587.023438	612.9
			3511802617.632812	601.8
			3511802630.414062	594.4
			3511802660.914062	552
0.34417704	1.0628657	0.13820867	3511802673.734375	541.8
			3511802704.34375	543.9
0.32438165	0.97338605	0.12171803	3511802717.171875	551.7
			3511802747.671875	562.6
0.36315793	0.93850356	0.12952811	3511802760.5	571.7
			3511802791.21875	598.9
0.41153815	1.1027517	0.16729045	3511802804.59375	603.2
			3511802835.289062	599.3
0.32078576	1.0691125	0.12961204	3511802848.0625	592.4
			3511802878.546875	561.7
0.37103701	1.1882932	0.166593	3511802891.257812	534.2
			3511802921.765625	473.2
0.32322171	1.1391701	0.14165597	3511802934.507812	445.9
			3511802965.164062	382
0.28891566	1.3137647	0.14339837	3511802977.929688	353.5
			3511803008.492188	302.6
0.25967494	1.0803481	0.10655051	3511803021.195312	287.1
			3511803051.757812	221.2
0.22010633	1.0056447	0.084761582	3511803064.523438	195.6
			3511803095.007812	136.7
0.23984873	0.9662981	0.088391319	3511803107.8125	119.6
