YYYY/MM/DD	HH:mm:ss	Type	Level	Origin	Message
2015/04/05	08:58:02.577740	Information	1688366475	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS5] CurrentState = 000000000: OK
2015/04/05	08:58:02.577754	Information	1688366475	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS5] CurrentState = 000001001: Error
2015/04/05	08:58:02.577792	Information	1688366475	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS5] CurrentState = 000000000: OK
2015/04/05	08:58:04.579692	Information	1688366478	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS4] CurrentState = 000001001: Error
2015/04/05	08:58:04.579732	Information	1688366478	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS4] CurrentState = 000000000: OK
2015/04/05	08:58:06.581846	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000001001: Error
2015/04/05	08:58:06.581881	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000000000: OK
2015/04/05	08:58:06.581906	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000001001: Error
2015/04/05	08:58:06.581953	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000000000: OK
2015/04/05	08:58:14.589853	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000001001: Error
2015/04/05	08:58:14.589875	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000000000: OK
2015/04/05	08:58:14.589889	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000001001: Error
2015/04/05	08:58:14.589919	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000000000: OK
2015/04/05	08:58:53.628344	Information	1416129901	DMS.DMS_SystemMonitor.Channels	[Main - Timeout KT19 serial] Reset [Number of occurrences = 312]
2015/04/05	08:58:53.628596	Information	835148916	DMS.DMS_SystemMonitor.Channels	[Main - StateChange] DMS_SystemMonitor OldState = 100110001, New State = 000110001
2015/04/05	10:11:06.185542	Warning	0	ValuePool	VP_dms1 Cons.: DMS-OPERATOR1.BMET_Graph_P6 at DMS-OPERATOR1 with IP 192.168.75.52 port 2922: Discarded samples: 63
2015/04/05	10:49:30.496254	Warning	0	ValuePool	VP_dms1 Cons.: DMS-OPERATOR1.BMET_Graph_P6 at DMS-OPERATOR1 with IP 192.168.75.52 port 3743: Discarded samples: 38
2015/04/05	13:35:20.325295	Error	1416129901	DMS.DMS_SystemMonitor.Channels	[Main - Timeout KT19 serial] OldState = 100000000: Timed out
2015/04/05	13:35:20.325876	Information	835148916	DMS.DMS_SystemMonitor.Channels	[Main - StateChange] DMS_SystemMonitor OldState = 000110001, New State = 100110001
2015/04/05	13:35:21.326630	Error	1416129901	DMS.DMS_SystemMonitor.Channels	[Main - Timeout KT19 serial] OldState = 100000000: Timed out
2015/04/05	13:54:26.646746	Information	269640418	DMS.DMS_SystemMonitor	[Main - Stop] Stopping
2015/04/05	13:54:32.656755	Information	269640418	DMS.DMS_ChannelDump	[Main - Stop] Stopped.
2015/04/05	13:54:33.603183	Information	269640418	DMS.DMS_Frontend.ADAR1	[Main - Stop]  terminates it's execution after 18093450ms
2015/04/05	13:54:33.603934	Information	1007834279	DMS.DMS_Frontend.ADAR1	[Filedump-Storage - Stop] Filedump-Storage terminates it's execution after 18093461ms
2015/04/05	13:54:33.606838	Information	1070460574	DMS.DMS_Frontend.ADAR1	[Online-Display - Stop] Online-Display terminates it's execution after 18093464ms
2015/04/05	13:54:33.627598	Error	104	ValuePool	VP_dms1 Prod.: DMS_Logger at dms1 with IP 192.168.75.50 port 32773: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:33.628705	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 41580: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:33.629223	Error	104	ValuePool	VP_dms1 Prod.: DMS.DMS_Frontend.ADAR1 at dms1 with IP 192.168.75.50 port 46003: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
2015/04/05	13:54:33.629789	Error	104	ValuePool	VP_dms1 Appl.: App at dms1 with IP 127.0.0.1 port 50827: 1-104 | [WPI_TCPIP: Receive 3442]: Connection reset by peer; Can't decode data
